firefly
0, 0, 0.1, 0
0, 0, 1, 0
3, -3, 1, 90
6, 0, 1, 180
3, 3, 1, 270
0, 0, 1, 0
2, 0, 1, 0
3, -1, 1, 90
4, 0, 1, 180
3, 1, 1, 270
0, 0, 1, 0
